HGNC symbol	EntrezGene ID
ZNF546	339327
RPS25	6230
PRSS38	339501
ZNF780B	163131
TBC1D4	9882
WNT9A	7483
KCNF1	3754
MALT1	10892
CCT7	10574
PPIC	5480
WNT3A	89780
C2orf50	130813
NELL1	4745
RARS2	57038
TRAF6	7189
GYPC	2995
ZNF780A	284323
EBF1	1879
CERCAM	100506065
CERCAM	51148
ZNF532	55205
DEFB109P1	641517
BAG2	9532
ZFP36L1	677
LRFN4	78999
MX1	4599
WARS	7453
CEP170P1	645455
CECR2	27443
TNS3	64759
C11orf86	254439
PSMD10	5716
GGTA1P	2681
GABRB2	2561
CNKSR2	22866
TUBGCP2	100506167
TUBGCP2	10844
PRDM6	93166
PQLC3	130814
TRAPPC4	100500840
TRAPPC4	51399
SLC25A18	83733
SLCO3A1	28232
PTP4A2	8073
COMMD6	170622
RBL2	5934
RPL13	606500
RPL13	6137
TECTB	6975
CAPNS2	84290
PLSCR5	389158
SLC6A2	6530
SEC11C	90701
EOMES	8320
GRP	2922
THSD7A	221981
EIF2B1	1967
ATP6V1E1	529
C5orf51	285636
PIGB	9488
RAX	30062
CPLX4	339302
LMAN1	3998
PLXNA4	91584
FCN2	2220
IKZF2	22807
TBC1D7	51256
KRT73	319101
FAM111B	374393
TMPRSS2	7113
ZIC4	84107
UCHL3	7347
RAG1	5896
DACT2	168002
ERAP2	64167
KRT2	3849
SLCO5A1	81796
SMOC2	64094
RAG2	5897
FAM111A	63901
POR	5447
PSD2	84249
LMO7	4008
CMC1	152100
CCBE1	147372
RAB23	51715
PMAIP1	5366
ACTN1	87
DPPA2	151871
GABRA6	2559
MC4R	4160
DIP2C	22982
PGM2L1	283209
TMEM106C	79022
CDH20	28316
CD4	920
TDRD6	221400
SDHAP2	
RNF152	220441
DPPA4	55211
EFR3A	23167
FCN1	2219
PIGN	23556
YARS2	51067
RIPK4	54101
CEP120	153241
SNHG7	84973
SNHG7	677804
SNHG7	677824
NRG2	9542
CHCHD3	54927
KHDRBS1	10657
KIF9	64147
INTS1	26173
CCPG1	9236
KCNE3	10008
KIAA1468	57614
BCL2L13	23786
KHDRBS2	202559
SDHA	6389
THBS2	7058
MMP24	10893
MYH11	4629
ARHGAP24	83478
C11orf74	119710
DAD1	1603
PLA2G7	7941
ELFN2	114794
PRDM15	63977
TMEM39B	55116
MFNG	4242
CPNE7	27132
BID	637
FAM193A	8603
TOR1AIP1	26092
ORC3	23595
NR3C1	2908
ANO5	203859
DPCD	25911
FBXO4	26272
EIF6	3692
CSGALNACT2	55454
PKP2	5318
DGAT2L6	347516
FAM71C	196472
PYGL	5836
LIPT2	387787
CEP350	9857
SPAG16	79582
UHRF1BP1L	23074
CARD10	29775
ATG4A	115201
PRDM14	63978
LRBA	987
OLFM1	10439
ABHD4	63874
C9orf148	401550
DTX4	23220
KRT1	3848
CTDSPL	10217
TNFRSF11A	8792
AWAT1	158833
ROCK2	9475
ZCCHC2	54877
KCTD12	115207
DDX1	1653
PVRL3	25945
RASGEF1A	221002
IRG1	730249
C19orf70	125988
POU6F2	11281
NCOA2	10499
HSD11B1L	374875
CLN5	1203
FAM83C	128876
PHLPP1	23239
UQCC	55245
FBXL3	26224
ATXN1L	342371
C11orf9	745
CRIP2	1397
P2RY4	5030
ARR3	407
BCL2	596
SDHAP1	255812
SDHAP1	727956
EXOC4	60412
SSNA1	8636
GHR	2690
ZNF511	118472
RPL36	25873
MYCBP2	23077
NUAK2	81788
KDSR	2531
SPTBN1	6711
KLHL34	257240
LONP1	9361
SMPX	23676
ANXA2P3	
KRT77	374454
ATP7A	538
MBTPS2	51360
AZI2	64343
VPS4B	9525
SRP72	6731
MED26	9441
TPRN	286262
CES1	100653057
CES1	1066
KLHDC8A	55220
COPZ1	22818
C10orf108	
SERPINB5	5268
RNF145	153830
KPNA6	100652828
KPNA6	100653335
KPNA6	23633
QSOX1	5768
BIN1	274
KLRK1	100528032
KLRK1	22914
LARP4B	23185
LGSN	51557
C19orf42	79086
MYO10	4651
PPP4C	5531
CLPS	1208
SLC17A6	57084
CDHR3	222256
CDHR3	100652903
POU6F1	5463
CDC42EP1	11135
LEMD1	93273
LHFPL5	222662
LGALS2	3957
RPUSD3	285367
POLD3	10714
GABRA1	2554
FAM59B	150946
LAT2	7462
GGA1	26088
ST8SIA2	8128
TSSC4	10078
TMEM38A	79041
CALY	50632
MSX2	4488
VWC2L	402117
FXYD4	53828
NWD1	284434
DYX1C1-CCPG1	161582
RTN4IP1	84816
C2CD2	25966
FANCF	2188
LHX4	89884
PTPN9	5780
MEP1A	4224
GPR162	27239
KRT76	51350
BARD1	580
TMEM106B	54664
ACBD6	84320
DRD1	1812
MAPK10	5602
MIR600HG	81571
MIR600HG	693185
WDR27	253769
HADHA	3030
ZNF821	55565
PRR22	163154
KRT3	3850
CDK18	5129
HNRNPF	3185
TRAM1	23471
DUS3L	56931
SERPINB12	89777
MICAL3	57553
SERPINB13	5275
PLXNA3	55558
KLRC4	8302
CTSL3	392360
KRT4	3851
XPR1	9213
SRPK1	6732
MBOAT2	129642
GDF5OS	
SFXN1	94081
GDF5	8200
RAB41	347517
OXA1L	5018
DPEP1	1800
ZNF295	49854
CEP250	11190
PDZD11	51248
TXLNA	200081
EPM2A	7957
HYALP1	26062
NRTN	4902
CD96	10225
PDCD6	10016
GTF2H3	2967
SERPINB4	6318
PEX26	55670
FUT6	2528
MFI2-AS1	100507057
BCKDHB	594
POLL	27343
SRI	6717
TUBA8	51807
FUT3	2525
CCDC28B	79140
YY2	404281
KIAA1614	57710
DNASE1L3	1776
UMODL1	89766
SMS	6611
ACTR6	64431
USP18	11274
C15orf32	145858
MPEG1	219972
SH3BP1	23616
CLCN3	1182
ABCA12	26154
FUT5	2527
OR5AN1	390195
QRSL1	55278
GADD45G	10912
NDUFA11	126328
OR5A2	219981
VMAC	400673
LONP2	83752
CAPS	828
OR5A1	219982
OR4D6	219983
OR4D10	390197
DGCR6	8214
C12orf28	196446
STX6	10228
OR4D11	219986
ZNF487P	
OR4D9	390199
CCDC152	100129792
AGAP6	414189
C11orf10	746
PYGO1	26108
RANBP3	8498
OSBP	5007
C20orf173	140873
ODF2	4957
MEX3B	84206
FAM174B	400451
CHMP1A	5119
SNUPN	10073
GTPBP4	23560
PDXP	57026
PRODH	5625
ANK1	286
FAM21A	387680
LBH	81606
CELSR3	1951
LGALS1	3956
CTSL1P8	
SERPINB11	89778
TUBBP5	643224
OR4B1	119765
OR4X2	119764
PDAP1	11333
OR4X1	390113
OR4S1	256148
UPK3B	80761
ERGIC3	51614
DAZAP2	9802
SERPINB3	6317
ASF1A	25842
GFOD1	54438
FBXO41	150726
SPRYD4	283377
ABHD12B	145447
ABHD12B	100616234
FAM184A	79632
GABRG2	2566
MR1	3140
SEPP1	6414
PRTG	283659
CHRDL2	25884
SERPINB7	8710
HADHB	3032
OR4C3	256144
SCEL	8796
CC2D2A	57545
IER5	51278
SP140	11262
XRCC2	7516
FAM157B	
IQCC	55721
FAM75C1	
CACNA1E	777
KIAA1257	57501
PATL1	219988
OR4A47	403253
C21orf128	
TNIP2	79155
SERPINB2	5055
ZCCHC7	84186
DCDC2B	149069
HYOU1	10525
ACTR3B	57180
C5orf4	10826
TMEM234	56063
EFTUD1	79631
POMZP3	22932
LACTB2	51110
ABCG1	9619
GLS2	27165
LNPEP	4012
STEAP4	79689
XKR9	389668
AKIRIN2	55122
KLRC3	3823
KLRC3	3822
FAM75C2	
DGCR2	9993
NEDD4	4734
FEN1	2237
RHPN1	114822
FAM19A1	407738
TRIOBP	11078
TRIM64C	646754
SZT2	23334
SPRYD3	84926
HRH2	3274
FOLH1	219595
FOLH1	2346
SUV420H1	51111
FADS2	9415
KLRC2	3822
PGAM4	441531
TRPM5	29850
DACT1	51339
MYCN	4613
EIF3I	8668
CKMT1B	548596
CKMT1B	1159
SIN3B	23309
CES5A	221223
SERPINB10	5273
SNX22	79856
VWDE	221806
PGK1	100652805
PGK1	100653302
PGK1	5230
BUD31	8896
HMSD	284293
F2RL3	9002
CPAMD8	27151
SLAIN1	122060
C12orf51	283450
MCM10	55388
SERPINB8	5271
H1F0	3005
GCAT	23464
CPLX2	10814
OC90	729330
CBY3	646019
VASN	114990
LCLAT1	253558
DNAJA3	9093
ZDHHC6	64429
FAM19A4	151647
CCNG1	900
KIF4A	24137
ATIC	471
TFF3	7033
C3orf64	285203
C6orf203	51250
BHLHA9	727857
SPAG4	6676
TUSC5	286753
DGCR14	23617
DGCR14	8220
GPR84	53831
YWHAE	7531
CKMT1A	548596
CKMT1A	1159
ZNF804B	219578
PPIB	5479
CYB5R2	51700
PHEX	5251
ZNF385A	25946
CDH7	1005
CANX	821
CCDC146	57639
ASAP2	8853
CSNK1G1	53944
EDNRB	1910
CASC3	22794
SP140L	93349
DIRAS2	54769
RFX2	5990
SH3BP2	6452
SIRT5	23408
BAZ1A	11177
MAFA	389692
PPP1R3A	5506
ZC3H3	23144
KAT6A	7994
C8orf83	286144
LEPREL2	10536
C7orf62	219557
STEAP1	26872
CSNK1G3	1456
WNT2B	7482
CRK	1398
ZNF239	8187
ACSBG2	81616
FAM154B	283726
RFC2	5982
TSSK2	23617
GSC2	2928
FAM167B	84734
BEND3	57673
SLC25A1	6576
FAM49A	81553
ARL9	132946
MYO1C	4641
LCK	3932
ST7L	54879
PDSS2	57107
DAAM1	23002
SYK	6850
MLLT1	4298
ACER1	125981
ZNF485	220992
AP3M2	10947
CLPP	8192
ALKBH7	84266
PSPN	5623
SPACA1	81833
C9orf123	90871
AHRR	57491
C6orf120	387263
MYO3A	53904
STEAP2	261729
EGR4	1961
POU4F1	5457
CRIP1	1396
ZBED2	79413
OR10V1	390201
RNF219	79596
TFF2	7032
PHF10	55274
STX3	6809
PTPRD	5789
CHD2	1106
FAM46A	55603
CDH19	28513
RBM26	64062
GSDMD	79792
RPSAP9	388524
RPSAP9	653162
SMAGP	57228
TFF1	7031
STRC	161497
KLRC1	3821
HHLA1	10086
UBASH3A	53347
SIAH1	6477
IMP3	55272
PLCXD2	257068
BMP15	9210
KLHL18	23276
FN1	2335
HOPX	84525
RIMS2	9699
CIDEC	63924
ALMS1	7840
MAFK	7975
BIN2	51411
DSEL	92126
TMEM184A	202915
CNR1	1268
SLC7A7	9056
TMX3	54495
VTI1A	143187
SP100	6672
TMEM42	131616
CLTCL1	8218
IGFBP6	3489
ASAH2	56624
C16orf55	124045
IBTK	25998
LIX1	167410
ZDHHC17	23390
C4orf27	54969
GALR3	8484
SOAT2	8435
PLAT	5327
COL4A6	1288
ANKRD54	129138
LAGE3	8270
PHLDB2	90102
RAPGEFL1	51195
NUDT10	170685
UBA1	7317
RIOK2	55781
RSPH1	89765
MFAP3L	9848
CXorf67	
NUDT11	55190
RAD51AP2	729475
C4orf34	201895
VSNL1	7447
EYA1	2138
SLC37A1	54020
GOLGA6L10	647042
GOLGA6L10	100133220
GOLGA6L9	440295
GOLGA6L9	100133220
UBL4A	8266
GSPT2	23708
FGL2	10875
RPS17	100505503
RPS17	6218
SENP8	123228
EIF3L	51386
RNGTT	8732
WIPF2	147179
KCNQ1	3784
NDFIP2	54602
CCDC102B	79839
LRGUK	136332
CATSPER2	117155
CDC6	990
FOXP2	93986
HYI	81888
UBE2K	3093
PDE9A	5152
SNX33	257364
C8orf73	642475
SCIN	85477
DEPDC4	120863
SPRY2	10253
ZNF32	7580
NUDCD2	134492
RARA	5914
IDI2	91734
IRF9	10379
SLITRK1	114798
CNOT8	9337
KCNQ3	3786
SLITRK6	84189
PBX3	5090
NOL7	51406
MICALL1	85377
IDI1	3422
SLITRK5	26050
PTPN23	25930
HIRA	7290
MAGED1	9500
SGMS1	259230
PTCD1	100526740
PTCD1	26024
CDK10	8558
CSPG4	1464
PTPRF	5792
TDH	157739
KIAA0101	9768
C10orf136	
TRIM9	114088
IKBKB	3551
C22orf23	84645
TMEM2	23670
ZNF131	100506639
ZNF131	7690
GJD3	
JAGN1	84522
TOP2A	7153
POLR2F	5435
UCMA	221044
ZNF645	158506
OVCH2	341277
DDX53	168400
PTCHD1	139411
CXCL12	6387
PSMG3	84262
PHYH	5264
PION	54103
PRDX4	10549
TGM4	7047
WDR25	79446
SOX10	6663
GPC5	2262
TCF7L2	6934
ODF3L1	161753
CAPZA1	829
WDR37	22884
MON1B	22879
RANBP9	10048
GPC6	10082
GRHPR	9380
TCTE3	6991
AKTIP	64400
PICK1	9463
DCT	1638
RNF169	254225
C6orf70	55780
CELA1	1990
CAB39	51719
MOV10	4343
GRAMD2	196996
C11orf24	53838
C10orf105	414152
ACOT9	23597
LINC00208	83655
BASP1	10409
N4BP1	9683
C10orf54	64115
TGDS	23483
THOC3	84321
GPR135	64582
MRPL16	54948
INPP5K	51763
TMF1	7110
ELFN1	392617
MEGF9	1955
CDH18	1016
MIR181A2HG	
RGMB	285704
TRIP4	9325
E2F6	1876
SLC35B4	84912
GNAO1	2775
GALNT6	11226
GAD2	2572
ARF1	100500810
ARF1	375
NFS1	9054
GPR180	160897
SCT	6343
DCAF5	8816
DRD4	1815
UBE2Q2	92912
C22orf39	128977
NMRAL1	57407
NUDT22	84304
FBXW2	26190
ITGB1BP1	9270
C14orf149	112849
SYCE1L	100130958
PDIA3	2923
NAT8	51471
NAT8	9027
HMMR	3161
XRRA1	143570
SOX21	11166
DOK6	220164
REC8	9985
ABCC4	10257
LRP5	4041
CD226	10666
RPS17L	100505503
RPS17L	6218
MRPL52	122704
AUH	549
RTTN	25914
PDS5A	23244
NCKIPSD	51517
C5orf55	116349
EXOC3	11336
ITM2C	81618
MAP3K10	4294
IGFBP4	3487
TAF9B	51616
TMIE	259236
TTC9B	148014
ADAMTS18	170692
CNTD2	79935
MAD1L1	8379
KRT79	338785
FAM66D	100132923
TNS4	84951
CCDC90A	63933
NAPRT1	93100
TSPAN9	10867
ELL3	80237
AKT2	208
SLC16A8	23539
UBLCP1	134510
PSAP	5660
IL17RE	132014
DEAF1	10522
LRRC6	23639
BAIAP2L2	80115
SLC4A8	9498
ADARB2	105
CCR7	1236
TPRKB	51002
PRSS50	29122
SMARCE1	6605
GPR113	165082
CSRP2	1466
SOCS6	9306
PLA2G6	8398
CBLN2	147381
SMC6	79677
KRT78	196374
TMEM72	643236
ADD1	118
FAM92A1	137392
NETO1	81832
KDM4A	9682
PKM2	5315
SERF2	100302254
SERF2	25764
SERF2	10169
ASAH2B	653308
TMX1	81542
MRPL40	64976
PPP6R3	55291
FBXO15	201456
SCYL2	55681
SOBP	55084
JKAMP	51528
UFD1L	7353
SPINK2	6691
PRSS46	100287362
GPR55	9290
PRSS45	377047
C1orf35	79169
ITGA5	3678
RASSF4	83937
CYB5A	1528
ST3GAL3	6487
IL12B	3593
POLB	5423
C18orf63	644041
FAM69C	125704
PRSS42	339906
FBXL5	26234
CNDP2	55748
AKR1B1	231
MAGOHB	55110
RHOC	389
C4orf29	80167
EXD2	55218
MRPL55	128308
CYSLTR1	10800
SLC10A3	8273
KRT8	3856
MSC	9242
CSAD	51380
A1CF	29974
CNDP1	84735
TRPA1	8989
CDC45	8318
FRMD6	122786
C14orf80	283643
ZNF407	55628
ZADH2	284273
PFKP	5214
GNB3	2784
TSHZ1	10194
PRMT8	56341
HDAC1	3065
ROMO1	140823
C18orf62	284274
PTPN13	5783
SRP54	6729
ZNF516	9658
DLL1	28514
HAUS8	93323
CPEB1	64506
KRT222	125113
PLCXD1	55344
WDR4	10785
RBM39	9584
ZNF609	23060
MFSD4	148808
ZCCHC9	84240
DUSP11	8446
REST	5978
KRT24	192666
KRT25	147183
CDKN1C	1028
SEPHS1	22929
FBXO22	26263
C19orf47	126526
KRT26	353288
CLDN10	9071
SLC26A8	116369
SERINC4	619189
PPM1J	333926
MARCKSL1	65108
SYT12	91683
PLD3	23646
CHD1	1105
AQP7	100509620
AQP7	364
RIN3	79890
ABHD10	55347
TSSK3	81629
ZNF236	7776
MYO9B	4650
DZIP1	22873
FAM120B	84498
SPATA3	130560
BSDC1	55108
GTPBP6	8225
ZCCHC5	203430
ADRA1B	147
LPAR4	2846
RFX7	64864
RBPMS2	348093
MYL3	4634
CDH12	1010
KRT27	342574
TM7SF4	81501
TMEM71	137835
NDUFV3	4731
C15orf63	25764
PIF1	80119
KCNB2	9312
TTC1	7265
PITPNA	5306
SLC17A8	246213
APBB1IP	54518
TERF1	7013
DNAJC3	5611
GUK1	2987
PPP2R3B	28227
PGAM1	5223
OR5P2	120065
ELK4	2005
MBP	4155
P2RY10	27334
CLDN5	7122
TAGLN3	29114
KRT28	162605
CBLN1	869
GPR174	84636
SLC45A3	85414
GDPD2	54857
RPGRIP1L	23322
ITM2A	9452
SEPT5	5413
SEPT5	2812
FAM3A	60343
MMP14	4323
DPYS	1807
USE1	55850
INE1	
GIF	2694
CLIP2	7461
MFAP1	4236
C2orf72	257407
C2orf78	388960
CDK16	5127
NUCKS1	64710
STAMBP	10617
PSMD1	5707
AFP	174
AQP3	360
DKK4	27121
TEX9	374618
SLC9A3	6550
RNF182	221687
TCN1	6947
OCEL1	79629
WDR76	79968
NR2F6	2063
ZBTB8B	728116
USHBP1	83878
C16orf78	123970
ZBTB8A	653121
PSMD5	5711
AMFR	267
NFIL3	4783
MAFF	23764
ZDHHC3	51304
SAT1	6303
ZBTB8OS	339487
LRP12	29967
ROR2	4920
POLR2B	5431
PSMB1	5689
EEF1D	1936
RAB7L1	8934
VDAC3	7419
TMEM184B	25829
UGGT2	55757
NR1H4	9971
FAM66A	100133172
SLC6A8	6535
PNRC1	10957
HMGCS1	3157
FAM177A1	283635
PLAC1L	219990
ZNF423	23090
HIPK4	147746
BABAM1	29086
MAB21L2	10586
PRX	57716
LRP10	26020
SRSF12	135295
BEGAIN	57596
CSNK1E	1454
BEND7	222389
RBBP4	5928
SERTAD1	29950
SERTAD3	29946
PKNOX1	5316
BLVRB	645
RGMA	56963
PTH1R	5745
MS4A3	932
PDSS1	23590
ZBTB5	9925
SLC43A2	124935
SPTBN4	57731
SHOX	6473
SPATA2L	124044
MNS1	55329
POLR1E	64425
SLC41A1	254428
RPS3A	8944
RPS3A	6189
AKR1B10	57016
LINC00475	158314
CRLF2	64109
C8orf84	157869
TCEB2	6923
RBM12B	389677
SCAP	22937
SPCS2	9789
HS6ST3	266722
HS6ST3	100653112
MFSD10	10227
FRMD5	84978
OXGR1	27199
TYRP1	7306
EFCAB4B	84766
COL4A5	1287
N4BP2	55728
STYXL1	51657
SHKBP1	92799
CBS	875
TBX1	6899
ANKLE1	126549
CCDC48	79825
SCARF1	8578
HLA-DRB5	3127
TMPRSS7	344805
KCNJ4	3761
CEP72	55722
SYNC	81493
KDELR3	11015
COX5B	1329
GTF2IRD1	9569
MBNL2	10150
RPL7	6129
FBXW4	6468
ACOT12	134526
PLEKHO2	80301
NOL6	65083
PHF20	51230
KIAA1522	57648
GP9	2815
LTBP4	8425
FAM200B	285550
RAB43	339122
C10orf10	11067
C16orf7	9605
CSF2RA	1438
HTR2B	3357
PHF20L1	51105
GREB1	9687
YARS	8565
ZNF280D	54816
LARP1B	55132
PDGFD	80310
SLC22A18AS	5003
GNB1L	54584
FAM90A25P	
ARMC9	80210
TBP	6908
CD83	9308
SLC22A18	5002
DPP6	1804
PTPN12	5782
JARID2	3720
S100PBP	64766
IPO4	79711
C22orf29	79680
AKR1B15	441282
GJC2	57165
GALR1	2587
ZFPM2	23414
OR4A5	81318
FAM108B1	51104
SALL3	27164
RAP2A	5911
BPGM	669
CPSF3	51692
IBA57	200205
DDX17	10521
IPO5	3843
PWWP2A	114825
C14orf38	729665
DLK1	8788
ATP9B	374868
NEU3	10825
PRDM9	56979
GALNTL1	57452
EPS8L2	64787
C10orf25	220979
OBSCN	84033
FNDC5	252995
NRG4	145957
MAGED4B	81557
MAGED4B	728239
MAGED4B	100124541
MAGED4B	100124542
FABP6	2172
SLC20A2	6575
RILP	83547
ACTR1B	10120
PRKG1	5592
HPCA	3208
PM20D2	135293
GABRR1	2569
HMGA1P4	100506080
TMEM54	113452
OR4C46	119749
EXOSC7	23016
KIAA1456	
CCL28	56477
PRPF8	10594
DLG3	1741
REM2	161253
ISY1-RAB43	100534599
DMC1	11144
CCNJL	79616
CASC4	113201
RNF19B	127544
ISY1	57461
HMOX2	3163
RBM23	55147
NUDT21	11051
SPTLC1	10558
U2AF1	7307
PPP2R3C	55012
GEMIN5	25929
SCAND1	51282
AK2	204
GEN1	348654
CCDC12	151903
DDI1	414301
CASP12	100506742
C20orf152	140894
MCTP2	55784
C8orf40	114926
PRSS33	260429
UBA3	9039
C9orf106	
ZNF22	7570
RTN1	6252
OR13A1	79290
MS4A2	2206
TRIM48	79097
MDH2	4191
ALOX5	240
OR4A16	81327
ANKRD19P	138649
NFATC1	4772
CHRNB3	1142
ZAP70	7535
C8orf39	
TMEM67	91147
TXNRD2	10587
MREG	55686
LGMN	5641
CHRNA6	8973
ARTN	9048
TPPP	11076
NUMBL	9253
GNG2	54331
OR4A15	81328
FAM125B	89853
OR4C15	81309
RHOH	399
OR4C16	219428
ADCK4	79934
OR4C11	219429
OR4P4	81300
CTDSPL2	51496
EPB41L1	2036
PECR	55825
OR4S2	219431
E2F7	144455
CNBP	7555
TPBG	7162
IPO13	9670
FTO	79068
ITPKC	80271
OR4C6	219432
OR5D13	390142
C19orf54	284325
OR5D14	219436
ZDHHC11	79844
TUBA3C	113457
TUBA3C	7278
CDCA3	83461
ABI1	10006
C5orf28	64417
SNRPA	6626
RDH10	157506
MIA	8190
TBX22	50945
RAB4B	53916
TPTE2	93492
B3GNT7	93010
EGLN2	112398
THAP1	55145
NUDT7	283927
NTSR2	23620
APOO	79135
MARCH8	220972
DTNBP1	84062
NCL	4691
CYP2A6	1548
SH3D19	152503
HEATR3	55027
RPL6	6128
CYP2A7	1549
PHF19	26147
C9orf85	138241
RNF170	81790
MDFIC	29969
CYP2G1P	
IGFBP7	3490
CTDP1	9150
CYP2B6	1555
FBXO10	26267
STAU2	27067
ADC	113451
C5orf17	
CDH10	1008
ANKDD1A	348094
VAT1L	57687
CYP2A13	1553
CYP2F1	1572
COMT	1312
OR5L1	219437
IL3RA	3563
CRYAA	1409
SCN8A	6334
XPO1	7514
SCML4	256380
C9orf57	138240
C14orf166	51637
MPHOSPH8	54737
PARP6	56965
TRIM11	81559
CBY1	25776
AP3B2	8120
CASP4	837
DPH2	1802
PARP11	57097
EIF3J	8669
C5orf34	375444
TRIM17	51127
C15orf27	123591
ARVCF	421
FGF8	2253
TMEM169	92691
SIK1	150094
FADS1	100302263
FADS1	3992
PRPF18	8559
TOMM22	56993
TMEM131	23505
KCNG2	26251
SLC25A6	293
TLCD2	727910
ZDHHC11B	
XRCC5	7520
OR5D18	219438
PQLC1	80148
CYP2S1	29785
JOSD1	9929
OR5L2	26338
CHST3	9469
WDR81	124997
PHLDA2	7262
LPHN3	23284
AXL	558
CLEC3B	7123
IARS	3376
FARP1	10160
HOOK3	84376
HSF2BP	11077
SSBP2	23635
GTPBP1	9567
OR5D16	390144
USP5	8078
AFM	173
MPDZ	8777
SPRYD5	84767
SPRYD5	120824
HIST3H3	8290
HIST3H2A	92815
NAV3	89795
HNRNPUL1	11100
NOP14	8602
MRPL22	29093
PSPC1	55269
FAM46D	169966
PAXIP1	22976
GDA	9615
SPG11	80208
C20orf4	25980
C22orf25	128989
CDCP1	64866
RRP1B	23076
NMUR1	10316
C2orf57	165100
PITRM1	10531
DLGAP4	22839
ATP6V0B	533
HIST3H2BB	128312
RNF187	149603
BRD9	65980
NAP1L4	4676
OR5W2	390148
HSBP1L1	440498
TXNL4A	10907
OR5I1	10798
TRIM62	55223
OXR1	55074
RBFA	79863
RHOU	58480
OR10AG1	282770
OR5F1	338674
PRSS21	10942
ADNP2	22850
RAB4A	10638
RAB4A	5867
MARCH4	57574
PTMA	728026
PTMA	100302285
PTMA	100422872
PTMA	100422885
PTMA	100506248
PTMA	5757
ZMYM5	9205
CASP5	838
SMARCAL1	50485
BRWD3	254065
RNF113B	140432
SUN2	25777
STK24	8428
CCDC97	90324
TGFB1	7040
TMEM91	641649
PDXK	8566
EXOSC1	51013
FTSJ2	29960
SERPINF2	5345
ZNF362	149076
CXorf58	254158
FAM174A	345757
CHRNA9	55584
ASMTL	8623
SPHAR	10638
C1orf96	126731
KLHL15	80311
DGCR8	100302197
DGCR8	54487
RBM47	54502
PHC2	1912
EIF2S3	1968
ZNF276	92822
ACTA1	58
PARD6G	84552
GRK4	2868
MYL9	10398
NID2	22795
CLEC3A	10143
FNTA	2339
RASSF6	166824
TGIF2	60436
SLC15A1	6564
LMX1B	4010
B9D2	80776
BCAP31	10134
TFEC	22797
BST1	683
EXOSC5	56915
ACTG2	72
BCKDHA	593
C20orf24	55969
MAGED4	81557
MAGED4	728239
MAGED4	100124541
MAGED4	100124542
ZFX	7543
CDH9	1007
SPG21	51324
ETFA	2108
ARL6IP5	10550
ST8SIA4	7903
SPOCK2	9806
CCND2	894
CALD1	800
RPL37A	6168
CSTF2T	23283
DNAL4	10126
DKK1	22943
TRMT2A	27037
NUDT1	4521
ZG16B	124220
WWOX	51741
NPTXR	23467
P2RY8	286530
MBL2	4153
IGFBP2	3485
NUP133	55746
CBX6	23466
AKAP17A	8227
PAIP1	10605
CDH6	1004
C12orf5	57103
TCF12	6938
SLA2	84174
ROCK1P1	727758
PGRMC2	100652849
PGRMC2	100653110
PGRMC2	10424
FRMD4A	55691
IGFBP5	3488
C16orf5	29965
APOBEC3A	200315
ZSCAN20	7579
PRSS3	5646
ASMT	438
APOBEC3B	9582
LMOD3	56203
TG	7038
ERH	2079
DOCK9	23348
TNP1	7141
FRMD4B	23150
NDRG3	57446
NPM3	10360
IRS4	8471
HGSNAT	138050
DIRC3	729582
GUCY2F	2986
USP11	8237
CSTB	1476
C3orf52	79669
SLCO4C1	353189
B3GNT8	374907
TNS1	7145
ATP5SL	55101
ANKRD20A5P	
FGF23	8074
RRP1	8568
SLC39A9	55334
C19orf69	100170765
RTL1	388015
CEACAM21	90273
PRSS22	64063
MGEA5	10724
GAS2L3	283431
PCDH15	65217
ABCB10	23456
APOBEC3C	27350
DHRSX	207063
FGF6	2251
PDCD2	5134
CD38	952
APOBEC3D	140564
TRAF1	7185
HTT	3064
ASCC1	51008
APOBEC3F	200316
TOMM5	401505
ZBED1	9189
CEACAM4	1089
APOBEC3G	60489
PHF17	79960
CEACAM7	1087
PATL2	197135
CHST9-AS1	147429
TEX11	56159
PDP1	54704
TAF5L	27097
GJA3	2700
ZBTB43	23099
OR2AT4	341152
GJB2	2706
APOBEC3H	164668
CEACAM5	1048
LINC00293	
WBP11P1	441818
SLCO2B1	11309
GJB6	10804
CD99	4267
DSN1	79980
PPP2R5C	5527
FRMPD1	22844
C12orf4	57102
URB2	9816
ZNF271	10778
NSUN7	79730
PDK3	5165
CSMD2	114784
CEACAM6	4680
FAM21C	253725
FAM21C	387680
AGPAT3	56894
CEACAM3	1084
KLF6	1316
MTFMT	123263
ANKRD26	22852
GALNT2	2590
KIAA0146	23514
FGFBP1	9982
CBX7	23492
UBE2W	55284
TES	26136
FAM107B	83641
LYPD4	147719
DMRTC2	63946
RANBP1	5902
PTGDR	5729
PDGFB	5155
RPS19	6223
PTGER2	5732
PGBD5	79605
RG9MTD3	158234
UBE2R2	54926
CD79A	973
RPL3	116936
RPL3	116938
RPL3	6122
HMGB4	127540
MAF	4094
APBB2	323
CRYL1	51084
COG2	22796
IL8	3576
PRMT5	10419
DYNLRB2	83657
C1orf94	84970
ZDHHC8	29801
G6PD	2539
LRRC9	
TXNDC16	57544
C1orf212	113444
FAM161A	84140
ARHGEF1	9138
TECRL	253017
ZFAND5	7763
CAV2	858
RTN4R	65078
IFT88	8100
RABAC1	10567
DGCR6L	85359
ATP1A3	478
